CustomerKey,Fullname,BirthDate,Marital Status,Gender,DateFirstPurchase,CustomerType,Continent,Country,Province
12753,Devin A Torres,1974-12-05,Married,Male,2003-10-08,Person,Europe,United Kingdom,England
12754,Arthur D Sara,1973-03-13,Single,Male,2003-10-26,Person,Europe,United Kingdom,England
12755,Cassie Goel,1972-02-13,Single,FEMALE,2004-04-23,Person,Europe,France,Hauts de Seine
12756,Louis K Wu,1972-05-09,Single,Male,2004-02-17,Person,Europe,Germany,Hesse
12757,Omar M Jai,1972-12-08,Single,Male,2003-10-03,Person,Europe,France,Essonne
12758,James Roberts,1972-05-11,Single,Male,2003-10-31,Person,Europe,Germany,North Rhine-Westphalia
12759,Virginia Malhotra,1973-05-25,Married,FEMALE,2003-08-18,Person,Europe,France,Seine (Paris)
12760,Clinton Alonso,1973-12-17,Married,Male,2003-07-25,Person,Europe,Germany,Hesse
12761,Nina Sharma,1973-09-04,Married,FEMALE,2003-10-16,Person,Europe,United Kingdom,England
12762,Tonya P Pal,1972-07-19,Married,FEMALE,2003-12-24,Person,Europe,France,Yveline
12763,Ruben L Ramos,1972-09-20,Single,Male,2003-10-23,Person,Europe,United Kingdom,England
12764,Micheal Romero,1972-07-13,Married,Male,2003-09-22,Person,Europe,France,Hauts de Seine
12765,Alisha L Liu,1972-03-13,Single,FEMALE,2003-08-25,Person,Europe,Germany,Saxony
12766,Kelly W Price,1972-03-02,Single,FEMALE,2003-09-25,Person,Europe,Germany,North Rhine-Westphalia
12767,Cassandra A Martinez,1972-05-02,Single,FEMALE,2004-02-01,Person,Europe,Germany,North Rhine-Westphalia
12768,Arianna K Bennett,1971-07-26,Single,FEMALE,2004-07-20,Person,Europe,United Kingdom,England
12769,Joshua A Garcia,1971-07-27,Single,Male,2004-07-04,Person,Europe,United Kingdom,England
12770,Natasha Dominguez,1971-01-04,Single,FEMALE,2003-09-15,Person,Europe,United Kingdom,England
12771,Jamie Carlson,1971-05-12,Single,Male,2003-08-25,Person,Europe,United Kingdom,England
12772,Julio E Gomez,1971-02-04,Single,Male,2003-11-14,Person,Europe,France,Val de Marne
12773,Cory Raman,1971-01-06,Married,Male,2004-01-16,Person,Europe,Germany,Berlin
12774,Jon Cai,1971-01-06,Married,Male,2003-10-02,Person,Europe,France,Somme
12775,Reginald M Harrison,1971-05-01,Single,Male,2003-10-07,Person,Europe,United Kingdom,England
12776,Cedric H Shan,1970-03-05,Single,Male,2003-10-20,Person,Europe,United Kingdom,England
12777,Cristina L Yuan,1970-04-22,Single,FEMALE,2003-09-18,Person,Europe,Germany,Baden-Wuerttemberg
12778,Candice J Zhang,1970-06-07,Single,FEMALE,2003-11-02,Person,Europe,United Kingdom,England
12779,Louis L Huang,1971-10-04,Married,Male,2004-04-25,Person,Europe,France,Hauts de Seine
12780,Deanna Dominguez,1971-10-19,Single,FEMALE,2003-11-28,Person,Europe,United Kingdom,England
12781,Mason Stewart,1970-04-08,Single,Male,2003-09-29,Person,Europe,France,Nord
12782,Jordyn Ross,1975-07-02,Single,FEMALE,2004-04-17,Person,North America,United States,California
12783,Edward L Bryant,1975-06-21,Single,Male,2004-03-28,Person,North America,United States,Washington
12784,Zachary W Smith,1931-04-08,Married,Male,2003-09-04,Person,North America,Canada,British Columbia
12785,Preston Arun,1966-10-24,Single,Male,2003-08-10,Person,North America,United States,Oregon
12786,Taylor M Harris,1966-08-15,Single,FEMALE,2003-08-07,Person,North America,United States,Washington
12787,Carrie L Serrano,1954-03-15,Married,FEMALE,2004-01-11,Person,North America,United States,Washington
12788,Adrian P Ward,1954-08-04,Single,Male,2003-09-26,Person,North America,United States,California
12789,Michael Smith,1954-08-25,Married,Male,2004-02-23,Person,North America,United States,California
12790,Ryan A Walker,1954-03-08,Married,Male,2004-03-27,Person,North America,United States,California
12791,Isabella Williams,1955-05-23,Married,FEMALE,2004-01-08,Person,North America,United States,Oregon
12792,Aaron Griffin,1955-10-14,Single,Male,2004-01-01,Person,North America,United States,Washington
12793,Jessie L Wu,1955-03-14,Single,Male,2004-01-17,Person,North America,United States,Washington
12794,Ryan Kumar,1955-04-11,Single,Male,2003-10-18,Person,North America,United States,Washington
12795,Abigail B Powell,1955-03-17,Married,FEMALE,2004-04-04,Person,North America,United States,California
12796,Lauren L Moore,1955-10-17,Single,FEMALE,2003-09-20,Person,North America,United States,California
12797,Miguel D Young,1955-04-09,Single,Male,2004-01-06,Person,North America,United States,California
12798,Nathan Perez,1956-03-02,Single,Male,2003-10-14,Person,North America,United States,California
12799,Julia Kelly,1956-09-12,Married,FEMALE,2003-09-19,Person,North America,Canada,British Columbia
12800,Carolyn S Chandra,1957-02-14,Married,FEMALE,2004-06-14,Person,North America,United States,California
12801,Kaylee Cox,1957-10-09,Married,FEMALE,2004-04-08,Person,North America,United States,California
12802,Taylor Wood,1957-03-08,Married,FEMALE,2003-08-19,Person,North America,United States,Oregon
12803,Emily S Diaz,1957-11-23,Married,FEMALE,2004-06-05,Person,North America,United States,Oregon
12804,Bernard Thames,1957-05-17,Married,Male,2003-12-07,Person,North America,Canada,British Columbia
12805,Kristen A Ma,1958-07-07,Married,FEMALE,2003-09-25,Person,North America,United States,Washington
12806,Luke Hayes,1958-06-24,Married,Male,2004-03-28,Person,North America,United States,Oregon
12807,Olivia Foster,1958-08-19,Married,FEMALE,2002-04-29,Person,North America,Canada,British Columbia
12808,Carson Hughes,1958-02-10,Married,Male,2004-04-28,Person,North America,United States,California
12809,Spencer Perry,1958-05-08,Married,Male,2003-12-22,Person,North America,United States,California
12810,Danielle Sanchez,1958-04-23,Married,FEMALE,2004-03-15,Person,North America,United States,California
12811,Sarah M Lee,1958-09-09,Married,FEMALE,2003-11-23,Person,North America,United States,California
12812,Ethan L Powell,1959-01-04,Single,Male,2004-04-27,Person,North America,United States,California
12813,Cameron W Butler,1959-09-19,Single,Male,2004-04-04,Person,North America,United States,California
12814,Hannah E Bennett,1959-07-07,Single,FEMALE,2004-04-18,Person,North America,United States,California
12815,Angela Foster,1959-07-24,Married,FEMALE,2004-03-13,Person,North America,United States,California
12816,Julia M Ward,1959-11-26,Single,FEMALE,2004-04-06,Person,North America,United States,California
12817,Natalie Johnson,1959-06-25,Single,FEMALE,2004-04-03,Person,North America,United States,California
12818,Kaitlyn M Murphy,1959-08-16,Married,FEMALE,2003-12-24,Person,North America,United States,Oregon
12819,Cassidy C Gonzales,1972-11-16,Married,FEMALE,2004-04-08,Person,North America,United States,California
12820,Vanessa Washington,1973-04-14,Married,FEMALE,2002-04-16,Person,North America,Canada,British Columbia
12821,Isabelle Diaz,1973-08-03,Married,FEMALE,2004-06-17,Person,North America,United States,Oregon
12822,Jordan Lal,1973-05-23,Single,Male,2004-05-20,Person,North America,United States,Washington
12823,Sierra M Campbell,1973-09-02,Married,FEMALE,2003-11-06,Person,North America,United States,Oregon
12824,Samuel K Davis,1973-05-18,Married,Male,2003-11-19,Person,North America,United States,California
12825,Edward Carter,1973-10-13,Married,Male,2003-08-10,Person,North America,United States,California
12826,Katherine R Coleman,1973-02-19,Married,FEMALE,2004-04-19,Person,North America,United States,California
12827,Dalton M Ross,1973-09-21,Single,Male,2003-10-13,Person,North America,United States,California
12828,Wyatt Hall,1972-09-24,Single,Male,2004-06-06,Person,North America,Canada,British Columbia
12829,Carolyn S Carlson,1971-10-20,Married,FEMALE,2004-05-15,Person,North America,United States,California
12830,Anthony G Rodriguez,1972-11-23,Married,Male,2002-04-08,Person,North America,Canada,British Columbia
12831,Cameron White,1972-09-05,Married,Male,2002-04-15,Person,North America,Canada,British Columbia
12832,Colleen Jai,1972-02-08,Married,FEMALE,2003-08-05,Person,North America,United States,Oregon
12833,Alexandra B Ramirez,1972-09-19,Married,FEMALE,2004-05-05,Person,North America,United States,Washington
12834,Kevin J Gonzales,1972-02-11,Married,Male,2004-05-30,Person,North America,United States,Washington
12835,Ethan H Long,1972-06-06,Single,Male,2004-05-12,Person,North America,United States,Washington
12836,Marcus Jackson,1972-08-11,Married,Male,2004-05-09,Person,North America,United States,California
12837,Chloe Carter,1972-02-04,Single,FEMALE,2004-05-23,Person,North America,United States,California
12838,Jonathan E Li,1970-10-15,Married,Male,2004-05-20,Person,North America,United States,California
12839,Ariana M Ready,1970-08-22,Married,FEMALE,2004-05-23,Person,North America,United States,California
12840,Savannah L Howard,1970-06-26,Married,FEMALE,2003-10-17,Person,North America,United States,California
12841,Mason Ward,1970-12-06,Married,Male,2004-05-25,Person,North America,United States,California
12842,Sydney Phillips,1970-03-13,Married,FEMALE,2004-05-25,Person,North America,United States,California
12843,Connor Bryant,1970-09-26,Married,Male,2002-04-13,Person,North America,Canada,British Columbia
12844,Marcus D Patterson,1970-09-20,Married,Male,2004-05-21,Person,North America,United States,California
12845,Alexandra M Gonzales,1969-05-01,Single,FEMALE,2004-05-27,Person,North America,United States,Washington
12846,Madeline Turner,1969-08-14,Single,FEMALE,2004-05-19,Person,North America,United States,California
12847,Aidan L Diaz,1969-06-20,Married,Male,2002-04-28,Person,North America,Canada,British Columbia
12848,Chad J Sharma,1969-03-01,Single,Male,2004-05-05,Person,North America,United States,Oregon
12849,Pamela Sai,1969-06-05,Married,FEMALE,2004-05-04,Person,North America,United States,California
12850,Alexis Simmons,1971-01-04,Single,FEMALE,2004-05-12,Person,North America,United States,Washington
12851,Anna J Hall,1971-11-20,Married,FEMALE,2004-05-15,Person,North America,United States,Washington
12852,Mariah K Rogers,1971-04-15,Single,FEMALE,2004-05-05,Person,North America,United States,Oregon
12853,Desiree M Torres,1971-04-20,Single,FEMALE,2004-05-16,Person,North America,United States,California
12854,Isaac S Perez,1969-12-22,Married,Male,2004-05-20,Person,North America,United States,Washington
12855,Megan S Torres,1969-06-14,Married,FEMALE,2004-05-13,Person,North America,United States,California
12856,Carlos Watson,1969-02-08,Married,Male,2004-05-23,Person,North America,United States,California
12857,Sarah Taylor,1969-09-04,Single,FEMALE,2004-05-04,Person,North America,United States,Washington
12858,Alexandra L Anderson,1969-12-25,Single,FEMALE,2004-05-17,Person,North America,United States,Oregon
12859,Jonathan Powell,1968-09-04,Married,Male,2002-04-03,Person,North America,Canada,British Columbia
12860,Megan A Anderson,1968-11-19,Married,FEMALE,2002-04-22,Person,North America,Canada,British Columbia
12861,Eric S Long,1968-03-07,Married,Male,2004-05-08,Person,North America,United States,Washington
12862,Keith C Anand,1968-06-16,Married,Male,2003-08-20,Person,North America,United States,Oregon
12863,Rebekah B Kapoor,1967-12-16,Married,FEMALE,2003-10-02,Person,North America,United States,California
12864,Christian Williams,1967-04-08,Single,Male,2003-12-12,Person,North America,United States,California
12865,Chloe J Jackson,1967-06-16,Single,FEMALE,2004-01-30,Person,North America,United States,California
12866,Lori L Sanz,1970-04-20,Single,FEMALE,2002-05-04,Person,North America,Canada,British Columbia
12867,Xavier Flores,1970-05-06,Married,Male,2002-05-16,Person,North America,Canada,British Columbia
12868,Sarah M Henderson,1970-09-23,Single,FEMALE,2002-05-17,Person,North America,Canada,British Columbia
12869,Abigail C Coleman,1970-07-08,Single,FEMALE,2002-05-18,Person,North America,Canada,British Columbia
12870,Wayne C Nara,1970-03-15,Married,Male,2003-09-11,Person,North America,United States,Washington
12871,Elijah M Henderson,1970-06-15,Married,Male,2004-06-23,Person,North America,United States,Oregon
12872,Bailey G Richardson,1970-06-01,Single,FEMALE,2004-06-12,Person,North America,United States,Oregon
12873,Matthew Garcia,1970-03-22,Married,Male,2004-06-21,Person,North America,United States,Oregon
12874,Nicole A Miller,1970-10-17,Married,FEMALE,2004-06-09,Person,North America,United States,California
12875,Abigail J Cook,1967-04-14,Single,FEMALE,2004-05-02,Person,North America,United States,Oregon
12876,Sean Green,1966-05-20,Married,Male,2004-05-27,Person,North America,United States,Washington
12877,David M Henderson,1966-06-14,Married,Male,2004-04-05,Person,North America,United States,California
12878,Katherine T Morris,1966-05-21,Married,FEMALE,2004-06-01,Person,North America,United States,California
12879,Chloe L Wood,1966-08-07,Single,FEMALE,2004-06-09,Person,North America,United States,California
12880,Amber L Gonzalez,1966-02-22,Married,FEMALE,2003-09-30,Person,North America,Canada,British Columbia
12881,Noah L Patterson,1966-01-25,Single,Male,2004-06-06,Person,North America,United States,California
12882,Joshua M Martinez,1969-06-17,Married,Male,2004-06-03,Person,North America,United States,California
12883,Alexia F Butler,1969-04-09,Single,FEMALE,2004-06-13,Person,North America,United States,California
12884,Jackson L Russell,1969-11-22,Married,Male,2004-06-26,Person,North America,United States,California
12885,Ethan Ross,1969-03-23,Married,Male,2004-06-30,Person,North America,United States,California
12886,Angela A Morris,1969-06-06,Married,FEMALE,2004-06-24,Person,North America,United States,California
12887,Sean Stewart,1969-12-16,Married,Male,2004-06-06,Person,North America,United States,California
12888,Mason A Carter,1965-09-01,Single,Male,2004-06-05,Person,North America,United States,Washington
12889,Edward R Clark,1965-08-10,Married,Male,2003-09-07,Person,North America,United States,California
12890,Sean M Carter,1965-04-27,Single,Male,2004-06-24,Person,North America,United States,Washington
12891,Haley Cox,1965-05-03,Married,FEMALE,2004-02-26,Person,North America,United States,California
12892,Jack Jenkins,1965-10-04,Married,Male,2003-12-08,Person,North America,United States,Oregon
12893,Olivia Bailey,1965-08-17,Married,FEMALE,2003-12-07,Person,North America,Canada,British Columbia
12894,Zachary J Clark,1965-03-01,Married,Male,2003-12-19,Person,North America,Canada,British Columbia
12895,Bryan Ramirez,1965-07-22,Married,Male,2003-09-18,Person,North America,United States,Washington
12896,Nicole Powell,1965-04-14,Single,FEMALE,2004-06-09,Person,North America,United States,Oregon
12897,Megan Peterson,1964-07-21,Single,FEMALE,2004-06-17,Person,North America,United States,Washington
12898,Katrina Chapman,1967-03-12,Single,FEMALE,2003-09-15,Person,Europe,Germany,North Rhine-Westphalia
12899,Shawna E Rai,1967-02-06,Single,FEMALE,2004-01-15,Person,Europe,Germany,Lower Saxony
12900,Lindsey W Nath,1967-07-27,Single,FEMALE,2004-04-29,Person,Europe,France,Nord
12901,Rafael A Yang,1967-04-11,Single,Male,2004-02-23,Person,Europe,Germany,Hesse
12902,Max S Gutierrez,1967-07-17,Married,Male,2004-04-03,Person,Europe,France,Hauts de Seine
12903,Julie Kumar,1967-07-27,Married,FEMALE,2004-02-16,Person,Europe,Germany,Berlin
12904,Harold D Subram,1967-10-01,Married,Male,2004-02-07,Person,Europe,Germany,Bavaria
12905,Haley F Washington,1967-09-21,Single,FEMALE,2003-10-21,Person,Europe,United Kingdom,England
12906,Jose Zhang,1967-06-02,Single,Male,2004-02-21,Person,Europe,Germany,Bavaria
12907,Alan J Ma,1967-10-22,Single,Male,2003-10-12,Person,Europe,"Germany ",Bavaria
12908,Hector Navarro,1967-07-09,Single,Male,2003-11-06,Person,Europe,United Kingdom,England
12909,Max J Sanz,1966-11-18,Single,Male,2004-05-30,Person,Europe,France,Hauts de Seine
12910,Todd C Lin,1966-10-06,Married,Male,2004-05-15,Person,Europe,France,Seine (Paris)
12911,Gabriel A Perry,1965-09-04,Single,Male,2003-10-09,Person,Europe,Germany,Bavaria
12912,Priscilla E Sharma,1965-04-17,Single,FEMALE,2004-03-11,Person,Europe,France,Nord
12913,Arthur Sanchez,1965-07-14,Single,Male,2004-05-05,Person,Europe,Germany,Hesse
12914,Riley J Cooper,1965-05-12,Single,FEMALE,2004-07-02,Person,Europe,France,Yveline
12915,Tonya L Sharma,1964-09-24,Married,FEMALE,2004-03-08,Person,Europe,Germany,North Rhine-Westphalia
12916,Lawrence W Serrano,1964-02-20,Married,Male,2004-06-02,Person,Europe,Germany,Berlin
12917,Ruben L Serrano,1963-06-08,Married,Male,2004-03-02,Person,Europe,Germany,Hesse
12918,Carrie Carlson,1963-04-28,Married,FEMALE,2004-02-09,Person,Europe,Germany,Hamburg
12919,Kendra Navarro,1963-03-08,Single,FEMALE,2003-09-20,Person,Europe,France,Nord
12920,Jordan Parker,1932-07-16,Married,FEMALE,2004-01-02,Person,Europe,France,Nord
12921,Arthur Ruiz,1966-07-27,Single,Male,2003-10-21,Person,Europe,France,Seine (Paris)
12922,Charles Lee,1966-02-06,Single,Male,2003-10-13,Person,Europe,Germany,Bavaria
12923,Cody Richardson,1966-07-18,Married,Male,2003-10-31,Person,Europe,Germany,North Rhine-Westphalia
12924,Alejandro B Sun,1966-11-12,Single,Male,2003-12-18,Person,Europe,United Kingdom,England
12925,Amber L Wright,1966-12-13,Single,FEMALE,2003-12-06,Person,Europe,United Kingdom,England
12926,Marie Torres,1965-06-24,Married,FEMALE,2003-11-03,Person,Europe,"Germany ",Bavaria
12927,Lydia Weber,1965-04-08,Married,FEMALE,2003-12-31,Person,Europe,Germany,Saar
12928,Seth Collins,1964-05-12,Single,Male,2004-02-18,Person,Europe,France,Seine Saint Denis
12929,Jaclyn Ye,1964-04-07,Married,FEMALE,2003-10-09,Person,Europe,France,Loiret
12930,Kristin J Xie,1964-05-09,Married,FEMALE,2004-03-21,Person,Europe,France,Seine Saint Denis
12931,Meagan W Arun,1964-10-13,Married,FEMALE,2003-12-13,Person,Europe,United Kingdom,England
12932,Reginald N Ruiz,1963-06-02,Married,Male,2004-07-25,Person,Europe,France,Nord
12933,Carrie Jiménez,1963-10-02,Married,FEMALE,2004-05-30,Person,Europe,France,Essonne
12934,Sabrina A Carlson,1963-08-04,Single,FEMALE,2004-02-10,Person,Europe,Germany,Hesse
12935,Bonnie D Andersen,1978-04-16,Single,FEMALE,2004-07-28,Person,Europe,France,Garonne (Haute)
12936,Alexis J Barnes,1976-04-23,Single,FEMALE,2004-01-10,Person,Europe,United Kingdom,England
12937,Monique A Vazquez,1979-02-16,Married,FEMALE,2003-12-03,Person,Europe,France,Seine Saint Denis
12938,Eddie C Ruiz,1979-03-26,Married,Male,2003-08-23,Person,Europe,Germany,North Rhine-Westphalia
12939,Harold A Madan,1963-10-02,Married,Male,2003-12-13,Person,Europe,United Kingdom,England
12940,Jodi N Nara,1962-06-23,Married,FEMALE,2003-10-08,Person,Europe,France,Garonne (Haute)
12941,Dominic A Perez,1962-07-14,Married,Male,2003-12-23,Person,Europe,United Kingdom,England
12942,Eduardo Anderson,1978-11-20,Married,Male,2003-08-01,Person,Europe,Germany,Hesse
12943,Rafael J Goel,1978-11-13,Married,Male,2003-12-13,Person,Europe,Germany,Bavaria
12944,Cindy L Subram,1978-03-24,Married,FEMALE,2004-05-31,Person,Europe,United Kingdom,England
12945,Jenny S Wu,1978-01-08,Single,FEMALE,2003-10-04,Person,Europe,United Kingdom,England
12946,Nicolas Black,1978-08-23,Married,Male,2004-04-11,Person,Europe,United Kingdom,England
12947,Kelli Luo,1977-11-02,Single,FEMALE,2004-04-22,Person,Europe,Germany,North Rhine-Westphalia
12948,Autumn Liang,1977-04-08,Married,FEMALE,2004-05-29,Person,Europe,Germany,North Rhine-Westphalia
12949,Katelyn Rivera,1976-02-27,Single,FEMALE,2004-05-18,Person,Europe,United Kingdom,England
12950,Kelvin R Deng,1976-04-07,Single,Male,2003-10-25,Person,Europe,France,Hauts de Seine
12951,Roger L Zhou,1975-05-12,Married,Male,2004-03-23,Person,Europe,France,Val de Marne
12952,Lindsay T Becker,1975-08-19,Single,FEMALE,2004-04-25,Person,Europe,France,Essonne
12953,Nelson T Dominguez,1975-09-13,Single,Male,2004-03-03,Person,Europe,Germany,Saar
12954,Shane S Mehta,1976-11-09,Single,Male,2003-11-04,Person,Europe,Germany,Berlin
12955,Jonathon F Serrano,1976-07-07,Single,Male,2003-10-10,Person,Europe,United Kingdom,England
12956,Lucas C Cook,1975-07-11,Single,Male,2004-06-20,Person,Europe,France,Nord
12957,Morgan Coleman,1975-02-27,Married,FEMALE,2004-01-12,Person,Europe,Germany,Bavaria
12958,Louis Zheng,1974-06-07,Married,Male,2004-04-29,Person,Europe,Germany,Saxony
12959,Amy Lin,1975-10-17,Single,FEMALE,2004-05-22,Person,Europe,France,Essonne
12960,Amber Parker,1975-06-02,Single,FEMALE,2003-08-28,Person,Europe,Germany,North Rhine-Westphalia
12961,Eugene Zheng,1975-12-07,Single,Male,2004-02-16,Person,Europe,Germany,Hesse
12962,Karen Huang,1975-06-22,Single,FEMALE,2004-02-28,Person,Europe,Germany,Saar
12963,Sandra Yang,1973-11-16,Married,FEMALE,2003-08-01,Person,Europe,France,Essonne
12964,Gerald E Jimenez,1973-03-11,Married,Male,2004-02-21,Person,Europe,France,Seine Saint Denis
12965,Arturo Nara,1934-09-22,Single,Male,2003-08-29,Person,Europe,France,Yveline
12966,Dustin Shan,1962-07-26,Single,Male,2003-11-01,Person,Europe,Germany,Hesse
12967,Grant R Sharma,1962-03-03,Married,Male,2003-10-01,Person,Europe,United Kingdom,England
12968,Veronica D Suri,1962-02-09,Single,FEMALE,2004-01-08,Person,Europe,United Kingdom,England
12969,Caleb F Baker,1961-12-09,Married,Male,2004-03-23,Person,Europe,United Kingdom,England
12970,Cole Sanders,1961-01-05,Single,Male,2004-01-15,Person,Europe,France,Seine Saint Denis
12971,Rebekah Fernandez,1961-10-15,Single,FEMALE,2004-04-30,Person,Europe,France,Seine (Paris)
12972,Lindsey W Jai,1961-09-02,Single,FEMALE,2004-06-09,Person,Europe,United Kingdom,England
12973,Clarence J Liang,1961-05-04,Single,Male,2004-04-27,Person,Europe,France,Somme
12974,Zachary A Long,1936-03-09,Single,Male,2004-05-28,Person,Europe,France,Seine (Paris)
12975,Susan L Huang,1958-04-22,Single,FEMALE,2004-06-24,Person,Europe,France,Loiret
12976,Frank Blanco,1958-10-24,Single,Male,2004-05-25,Person,Europe,Germany,Saxony
12977,Rachael J Arun,1958-03-21,Single,FEMALE,2003-10-01,Person,Europe,United Kingdom,England
12978,Gail Butler,1958-02-24,Single,FEMALE,2004-02-03,Person,Europe,France,Moselle
12979,Philip Ortega,1957-09-13,Married,Male,2004-07-08,Person,Europe,United Kingdom,England
12980,Damien A Chen,1956-02-21,Single,Male,2003-12-17,Person,Europe,Germany,Lower Saxony
12981,Sergio C Garcia,1956-06-06,Single,Male,2004-03-27,Person,Europe,France,Nord
12982,Cesar Martinez,1955-11-18,Married,Male,2003-08-28,Person,Europe,France,Seine et Marne
12983,Adam H Diaz,1954-02-10,Single,Male,2004-02-07,Person,Europe,Germany,North Rhine-Westphalia
12984,Taylor Reed,1954-11-22,Single,FEMALE,2003-11-20,Person,Europe,United Kingdom,England
12985,Kelsey M Kennedy,1954-04-15,Single,FEMALE,2003-11-05,Person,Europe,United Kingdom,England
12986,Janet J Torres,1937-02-17,Married,FEMALE,2004-02-27,Person,Europe,United Kingdom,England
12987,Tanya L Torres,1940-04-21,Married,FEMALE,2003-11-17,Person,Europe,United Kingdom,England
12988,Dawn Sharma,1941-10-03,Married,FEMALE,2003-11-25,Person,Europe,United Kingdom,England
12989,Cesar W Sánchez,1941-06-19,Married,Male,2003-12-07,Person,Europe,United Kingdom,England
12990,Damien E Beck,1942-02-26,Single,Male,2003-08-15,Person,Europe,United Kingdom,England
12991,Claudia M Huang,1943-10-04,Single,FEMALE,2004-05-11,Person,Europe,France,Hauts de Seine
12992,Todd Zhao,1943-01-24,Married,Male,2004-05-01,Person,Europe,France,Essonne
12993,Bonnie L Chande,1980-05-15,Single,FEMALE,2003-03-28,Person,Asia,Australia,Victoria
12994,Rachael M Fernandez,1980-05-05,Single,FEMALE,2003-03-21,Person,Asia,Australia,New South Wales
12995,Raymond Subram,1980-10-09,Married,Male,2003-03-29,Person,Asia,Australia,Victoria
12996,Bradley Carson,1980-06-03,Single,Male,2003-03-12,Person,Asia,Australia,Victoria
12997,Richard I Lee,1979-04-19,Single,Male,2003-03-13,Person,Asia,Australia,Tasmania
12998,Kristopher A Srini,1978-05-09,Married,Male,2003-10-19,Person,Asia,Australia,South Australia
12999,Arturo Raji,1978-05-26,Married,Male,2003-03-08,Person,Asia,Australia,South Australia
13000,Gilbert Li,1978-08-24,Married,Male,2003-03-31,Person,Asia,Australia,Victoria
13001,Randy E Yang,1978-09-27,Single,Male,2003-03-15,Person,Asia,Australia,New South Wales
13002,Arthur Raman,1977-09-11,Single,Male,2003-03-05,Person,Asia,Australia,Victoria
13003,Thomas Harris,1977-05-27,Married,Male,2003-03-28,Person,Asia,Australia,Queensland
13004,Warren A Kumar,1977-12-20,Single,Male,2003-03-02,Person,Asia,Australia,New South Wales
13005,César C Raman,1976-05-02,Married,Male,2003-03-29,Person,Asia,Australia,New South Wales
13006,Julio Jimenez,1979-05-07,Single,Male,2003-03-05,Person,Asia,Australia,Victoria
13007,Peter A Deng,1979-10-04,Single,Male,2003-03-11,Person,Asia,Australia,New South Wales
13008,Randy Huang,1979-03-27,Single,Male,2003-03-19,Person,Asia,Australia,New South Wales
13009,Monique Munoz,1979-01-17,Married,FEMALE,2003-03-16,Person,Asia,Australia,New South Wales
13010,Alison J Anand,1977-09-13,Single,FEMALE,2003-03-03,Person,Asia,Australia,New South Wales
13011,Walter N Alvarez,1961-08-24,Single,Male,2004-05-21,Person,Europe,France,Nord
13012,Morgan Q Thompson,1961-06-06,Single,FEMALE,2003-12-19,Person,Europe,United Kingdom,England
13013,James F Lewis,1960-05-12,Single,Male,2004-04-16,Person,Europe,France,Seine Saint Denis
13014,Jay L Ruiz,1960-11-23,Married,Male,2003-11-14,Person,Europe,France,Seine (Paris)
13015,Geoffrey Kovár,1960-04-12,Married,Male,2004-04-14,Person,Europe,Germany,Bavaria
13016,Jenna Hall,1960-03-16,Single,FEMALE,2003-12-15,Person,Europe,United Kingdom,England
13017,Karla A Sharma,1959-05-22,Single,FEMALE,2004-01-22,Person,Europe,France,Essonne
13018,Rebekah Lopez,1959-11-26,Single,FEMALE,2004-03-11,Person,Europe,Germany,Hesse
13019,Barbara Gao,1959-04-24,Single,FEMALE,2004-03-16,Person,Europe,Germany,Hamburg
13020,Barbara Raji,1959-10-20,Married,FEMALE,2003-12-17,Person,Europe,United Kingdom,England
13021,Francisco M Raman,1959-06-22,Single,Male,2004-02-19,Person,Europe,United Kingdom,England
13022,Clinton F Munoz,1958-05-13,Single,Male,2004-04-18,Person,Europe,France,Seine Saint Denis
13023,Dale R Beck,1958-05-14,Married,Male,2004-05-18,Person,Europe,France,Seine (Paris)
13024,Bonnie P Nara,1958-03-21,Single,FEMALE,2004-05-01,Person,Europe,France,Seine (Paris)
13025,Marie Malhotra,1958-10-24,Married,FEMALE,2004-03-30,Person,Europe,Germany,Saxony
13026,Eugene Zeng,1960-01-02,Married,Male,2004-03-01,Person,Europe,Germany,Hamburg
13027,Jill Serrano,1960-03-08,Married,FEMALE,2003-12-12,Person,Europe,United Kingdom,England
13028,Omar L Tang,1960-04-22,Married,Male,2004-03-12,Person,Europe,"Germany ",Bavaria
13029,Adam Hayes,1970-12-07,Single,Male,2004-06-25,Person,Europe,France,Yveline
13030,Haley Howard,1970-06-06,Single,FEMALE,2004-06-03,Person,Europe,France,Yveline
13031,Deb R Wagner,1970-03-16,Single,FEMALE,2003-12-28,Person,Europe,United Kingdom,England
13032,Tammy Suri,1970-04-25,Married,FEMALE,2003-12-04,Person,Europe,United Kingdom,England
13033,Micah A Ma,1969-05-28,Married,Male,2004-06-24,Person,Europe,France,Seine (Paris)
13034,Katherine Reed,1970-05-14,Single,FEMALE,2004-03-26,Person,Europe,Germany,North Rhine-Westphalia
13035,Pedro Ruiz,1970-05-06,Married,Male,2003-12-19,Person,Europe,United Kingdom,England
13036,Jaclyn Wu,1919-04-08,Single,FEMALE,2003-10-08,Person,Europe,United Kingdom,England
13037,Jay Vazquez,1969-12-27,Single,Male,2004-03-23,Person,Europe,Germany,Saar
13038,Ramon Guo,1969-10-17,Single,Male,2004-06-29,Person,Europe,France,Yveline
13039,Evan Turner,1969-03-07,Single,Male,2004-06-14,Person,Europe,France,Moselle
13040,Cassie Xu,1969-04-13,Married,FEMALE,2003-12-07,Person,Europe,France,Val de Marne
